dept_code;dept_name;muni_code;muni_name;muni_name;poblacion_2025;CEN/POP;VOTE DIF;AVEWIN;LANDSLIDE;area_km2;Pop/km2;mesas_total;censo_mujeres;censo_hombres;puestos;Personas/puesto;mesas_censo;mesas_escrutadas;Personas/mesa;DIF-MESAS;Elect/poblacion;censo_electoral;votantes;% votantes;votos_validos;votos_nulos;votos_blancos;cepeda;espriella;% blanco;% nulos;%cepeda;%espriella;SUM;DIF
15;CUNDINAMARCA;115;GUADUAS;GUADUAS;36.630;61,83 %;4.850;TRUE;FALSE;757;48;73;11.196;11.453;14;1.618;73;73;310;0;61,83 %;22.649;15.132;66,81 %;14.964;148;232;4.941;9.791;1,53 %;0,98 %;32,65 %;64,70 %;99,87 %;-20
46;CASANARE;880;VILLANUEVA;VILLANUEVA;36.963;77,51 %;6.177;TRUE;FALSE;99;373;85;13.939;14.710;7;4.093;85;85;337;0;77,51 %;28.649;20.721;72,33 %;20.277;419;354;6.873;13.050;1,71 %;2,02 %;33,17 %;62,98 %;99,88 %;-25
23;NARIÑO;37;CUMBAL;CUMBAL;37.116;71,64 %;-13.130;FALSE;FALSE;677;55;80;13.677;12.912;9;2.954;80;80;332;0;71,64 %;26.589;19.868;74,72 %;19.739;82;131;16.369;3.239;0,66 %;0,41 %;82,39 %;16,30 %;99,76 %;-47
13;CORDOBA;61;VALENCIA;VALENCIA;37.118;77,74 %;-196;FALSE;FALSE;914;41;90;13.960;14.897;17;1.697;90;90;321;0;77,74 %;28.857;15.983;55,39 %;15.899;52;129;7.983;7.787;0,81 %;0,33 %;49,95 %;48,72 %;99,80 %;-32
11;CAUCA;88;TIMBIO;TIMBIO;37.168;77,62 %;-5.705;FALSE;FALSE;205;181;89;14.612;14.238;16;1.803;89;89;324;0;77,62 %;28.850;21.180;73,41 %;20.784;353;355;13.067;7.362;1,68 %;1,67 %;61,69 %;34,76 %;99,80 %;-43
13;CORDOBA;31;PUEBLO NUEVO;PUEBLO NUEVO;37.264;74,61 %;-160;FALSE;FALSE;715;52;89;13.441;14.362;22;1.264;89;89;312;0;74,61 %;27.803;17.308;62,25 %;17.212;75;168;8.602;8.442;0,97 %;0,43 %;49,70 %;48,78 %;99,88 %;-21
68;VAUPES;1;MITU;MITU;37.424;53,42 %;-5.677;FALSE;FALSE;16.422;2;64;9.269;10.724;16;1.250;64;64;312;0;53,42 %;19.993;9.491;47,47 %;9.431;32;112;7.498;1.821;1,18 %;0,34 %;79,00 %;19,19 %;99,70 %;-28
31;VALLE;91;ROLDANILLO;ROLDANILLO;37.515;84,04 %;2.302;TRUE;FALSE;217;173;106;16.671;14.858;31;1.017;106;106;297;0;84,04 %;31.529;20.792;65,95 %;20.570;205;294;8.987;11.289;1,41 %;0,99 %;43,22 %;54,29 %;99,92 %;-17
11;CAUCA;94;TORIBIO;TORIBIO;37.585;57,34 %;-15.825;FALSE;FALSE;412;91;67;10.766;10.784;10;2.155;67;67;322;0;57,34 %;21.550;18.101;84,00 %;17.958;118;131;16.826;1.001;0,72 %;0,65 %;92,96 %;5,53 %;99,86 %;-25
9;CALDAS;7;ANSERMA;ANSERMA;37.693;78,13 %;6.241;TRUE;FALSE;206;183;92;14.603;14.847;21;1.402;92;92;320;0;78,13 %;29.450;17.653;59,94 %;17.244;352;379;5.312;11.553;2,15 %;1,99 %;30,09 %;65,44 %;99,68 %;-57
13;CORDOBA;46;SAN BERNARDO DEL VIENTO;SAN BERNARDO DEL VIENTO;37.866;76,54 %;-5.059;FALSE;FALSE;321;118;92;13.997;14.986;19;1.525;92;92;315;0;76,54 %;28.983;15.601;53,83 %;15.527;49;122;10.232;5.173;0,78 %;0,31 %;65,59 %;33,16 %;99,84 %;-25
11;CAUCA;7;BOLIVAR;BOLIVAR;37.885;78,71 %;-17.852;FALSE;FALSE;602;63;122;14.434;15.386;79;377;122;122;244;0;78,71 %;29.820;22.372;75,02 %;21.504;791;544;19.406;1.554;2,43 %;3,54 %;86,74 %;6,95 %;99,66 %;-77
29;TOLIMA;79;MELGAR;MELGAR;37.968;86,57 %;7.439;TRUE;FALSE;215;177;99;16.642;16.226;10;3.287;99;99;332;0;86,57 %;32.868;21.196;64,49 %;20.983;195;278;6.633;14.072;1,31 %;0,92 %;31,29 %;66,39 %;99,92 %;-18
12;CESAR;300;CHIMICHAGUA;CHIMICHAGUA;38.023;68,87 %;1.504;TRUE;FALSE;1.569;24;84;12.494;13.692;21;1.247;84;84;312;0;68,87 %;26.186;14.234;54,36 %;14.164;58;84;6.288;7.792;0,59 %;0,41 %;44,18 %;54,74 %;99,92 %;-12
46;CASANARE;680;PAZ DE ARIPORO (MORENO);PAZ DE ARIPORO (MORENO);38.151;74,13 %;11.136;TRUE;TRUE;13.793;3;86;13.840;14.440;11;2.571;86;86;329;0;74,13 %;28.280;19.629;69,41 %;19.455;144;241;4.039;15.175;1,23 %;0,73 %;20,58 %;77,31 %;99,85 %;-30
64;PUTUMAYO;25;PUERTO GUZMAN;PUERTO GUZMAN;38.190;33,68 %;-3.663;FALSE;FALSE;4.340;9;44;5.711;7.152;14;919;44;44;292;0;33,68 %;12.863;7.509;58,38 %;7.409;85;126;5.473;1.810;1,68 %;1,13 %;72,89 %;24,10 %;99,80 %;-15
1;ANTIOQUIA;262;SONSON;SONSON;38.357;73,45 %;12.007;TRUE;TRUE;1.323;29;95;13.912;14.260;28;1.006;95;95;297;0;73,45 %;28.172;17.663;62,70 %;17.462;164;277;2.589;14.596;1,57 %;0,93 %;14,66 %;82,64 %;99,79 %;-37
1;ANTIOQUIA;256;SANTUARIO;SANTUARIO;38.386;81,13 %;16.160;TRUE;TRUE;226;170;91;16.186;14.958;7;4.449;91;91;342;0;81,13 %;31.144;23.054;74,02 %;22.877;149;327;3.195;19.355;1,42 %;0,65 %;13,86 %;83,96 %;99,88 %;-28
11;CAUCA;58;PATIA (EL BORDO);PATIA (EL BORDO);38.397;73,96 %;-11.513;FALSE;FALSE;723;53;95;13.985;14.415;28;1.014;95;95;299;0;73,96 %;28.400;20.914;73,64 %;20.355;484;354;15.757;4.244;1,69 %;2,31 %;75,34 %;20,29 %;99,64 %;-75
29;TOLIMA;76;MARIQUITA;MARIQUITA;38.624;78,71 %;2.007;TRUE;FALSE;379;102;91;15.367;15.033;8;3.800;91;91;334;0;78,71 %;30.400;18.693;61,49 %;18.375;286;294;8.037;10.044;1,57 %;1,53 %;42,99 %;53,73 %;99,83 %;-32
46;CASANARE;40;AGUAZUL;AGUAZUL;38.828;76,40 %;6.874;TRUE;FALSE;1.455;27;88;14.599;15.067;13;2.282;88;88;337;0;76,40 %;29.666;22.000;74,16 %;21.581;386;375;7.166;14.040;1,70 %;1,75 %;32,57 %;63,82 %;99,85 %;-33
11;CAUCA;82;SILVIA;SILVIA;38.987;63,09 %;-10.714;FALSE;FALSE;662;59;80;12.402;12.196;23;1.069;80;80;307;0;63,09 %;24.598;17.269;70,20 %;16.936;282;198;13.726;3.012;1,15 %;1,63 %;79,48 %;17,44 %;99,70 %;-51
26;QUINDIO;60;MONTENEGRO;MONTENEGRO;39.007;90,30 %;3.367;TRUE;FALSE;198;197;105;17.562;17.661;10;3.522;105;105;335;0;90,30 %;35.223;19.908;56,52 %;19.394;458;401;7.813;11.180;2,01 %;2,30 %;39,25 %;56,16 %;99,72 %;-56
28;SUCRE;60;MAJAGUAL;MAJAGUAL;39.611;76,17 %;6.393;TRUE;FALSE;826;48;101;13.808;16.365;30;1.006;101;101;299;0;76,17 %;30.173;17.041;56,48 %;16.956;48;145;5.209;11.602;0,85 %;0,28 %;30,57 %;68,08 %;99,78 %;-37
1;ANTIOQUIA;250;SANTA ROSA DE OSOS;SANTA ROSA DE OSOS;39.667;74,53 %;9.738;TRUE;TRUE;805;49;91;14.699;14.863;14;2.112;91;91;325;0;74,53 %;29.562;17.895;60,53 %;17.546;283;454;3.677;13.415;2,54 %;1,58 %;20,55 %;74,97 %;99,63 %;-66
15;CUNDINAMARCA;142;LA MESA;LA MESA;39.847;71,28 %;4.613;TRUE;FALSE;148;269;86;14.302;14.100;8;3.550;86;86;330;0;71,28 %;28.402;19.492;68,63 %;19.293;177;296;7.192;11.805;1,52 %;0,91 %;36,90 %;60,56 %;99,89 %;-22
5;BOLIVAR;79;SAN JUAN NEPOMUCENO;SAN JUAN NEPOMUCENO;39.900;82,22 %;2.213;TRUE;FALSE;675;59;98;15.774;17.033;14;2.343;98;98;335;0;82,22 %;32.807;17.980;54,81 %;17.867;85;198;7.728;9.941;1,10 %;0,47 %;42,98 %;55,29 %;99,84 %;-28
21;MAGDALENA;49;PIVIJAY;PIVIJAY;40.323;77,15 %;-3.395;FALSE;FALSE;1.636;25;94;14.865;16.244;17;1.830;94;94;331;0;77,15 %;31.109;16.891;54,30 %;16.770;91;141;10.012;6.617;0,83 %;0,54 %;59,27 %;39,17 %;99,82 %;-30
48;LA GUAJIRA;4;BARRANCAS;BARRANCAS;40.338;67,82 %;-6.219;FALSE;FALSE;742;54;82;13.645;13.711;10;2.736;82;82;334;0;67,82 %;27.356;15.626;57,12 %;15.559;59;100;10.839;4.620;0,64 %;0,38 %;69,37 %;29,57 %;99,95 %;-8
64;PUTUMAYO;23;ORITO;ORITO;40.347;78,98 %;-15.690;FALSE;FALSE;2.026;20;98;15.590;16.277;13;2.451;98;98;325;0;78,98 %;31.867;21.439;67,28 %;21.253;160;187;18.378;2.688;0,87 %;0,75 %;85,72 %;12,54 %;99,88 %;-26
15;CUNDINAMARCA;239;SIBATE;SIBATE;40.430;69,52 %;-1.681;FALSE;FALSE;126;321;83;14.144;13.963;7;4.015;83;83;339;0;69,52 %;28.107;20.342;72,37 %;20.066;259;335;10.706;9.025;1,65 %;1,27 %;52,63 %;44,37 %;99,92 %;-17
15;CUNDINAMARCA;46;COTA;COTA;40.807;77,33 %;5.455;TRUE;FALSE;106;385;90;16.012;15.546;5;6.312;90;90;351;0;77,33 %;31.558;23.376;74,07 %;23.161;202;556;8.575;14.030;2,38 %;0,86 %;36,68 %;60,02 %;99,94 %;-13
11;CAUCA;52;MORALES;MORALES;41.057;56,71 %;-7.586;FALSE;FALSE;265;155;75;11.098;12.187;19;1.226;75;75;310;0;56,71 %;23.285;17.759;76,27 %;17.411;294;331;12.333;4.747;1,86 %;1,66 %;69,45 %;26,73 %;99,70 %;-54
1;ANTIOQUIA;259;SEGOVIA;SEGOVIA;41.241;81,50 %;-5.210;FALSE;FALSE;1.231;34;99;16.369;17.242;8;4.201;99;99;340;0;81,50 %;33.611;15.626;46,49 %;15.383;200;521;10.036;4.826;3,33 %;1,28 %;64,23 %;30,88 %;99,72 %;-43
12;CESAR;225;CURUMANI;CURUMANI;41.632;75,22 %;-2.087;FALSE;FALSE;931;45;96;15.570;15.747;12;2.610;96;96;326;0;75,22 %;31.317;18.011;57,51 %;17.794;202;201;9.840;7.753;1,12 %;1,12 %;54,63 %;43,05 %;99,92 %;-15
31;VALLE;97;SEVILLA;SEVILLA;41.968;89,74 %;706;TRUE;FALSE;639;66;119;18.625;19.039;33;1.141;119;119;317;0;89,74 %;37.664;20.958;55,64 %;20.518;379;382;9.715;10.421;1,82 %;1,81 %;46,35 %;49,72 %;99,71 %;-61
1;ANTIOQUIA;205;PUERTO BERRIO;PUERTO BERRIO;42.638;81,87 %;1.863;TRUE;FALSE;1.184;36;107;16.439;18.467;14;2.493;107;107;326;0;81,87 %;34.906;16.875;48,34 %;16.649;187;312;7.237;9.100;1,85 %;1,11 %;42,89 %;53,93 %;99,77 %;-39
11;CAUCA;16;CALDONO;CALDONO;42.784;61,55 %;-14.872;FALSE;FALSE;379;113;81;13.105;13.229;11;2.394;81;81;325;0;61,55 %;26.334;20.301;77,09 %;20.020;251;164;17.364;2.492;0,81 %;1,24 %;85,53 %;12,28 %;99,85 %;-30
11;CAUCA;64;PUERTO TEJADA;PUERTO TEJADA;42.799;83,72 %;-17.282;FALSE;FALSE;368;116;104;19.932;15.898;14;2.559;104;104;345;0;83,72 %;35.830;23.886;66,66 %;23.640;229;232;20.345;3.063;0,97 %;0,96 %;85,18 %;12,82 %;99,93 %;-17
11;CAUCA;61;PIENDAMO;PIENDAMO;42.853;75,55 %;-5.313;FALSE;FALSE;197;218;102;16.399;15.976;25;1.295;102;102;317;0;75,55 %;32.375;22.036;68,06 %;21.661;333;340;13.317;8.004;1,54 %;1,51 %;60,43 %;36,32 %;99,81 %;-42
12;CESAR;415;EL PASO;EL PASO;42.890;69,72 %;-6.673;FALSE;FALSE;823;52;87;14.588;15.315;6;4.984;87;87;344;0;69,72 %;29.903;18.827;62,96 %;18.687;116;168;12.596;5.923;0,89 %;0,62 %;66,90 %;31,46 %;99,87 %;-24
21;MAGDALENA;10;ARACATACA;ARACATACA;42.930;71,27 %;-5.226;FALSE;FALSE;1.775;24;93;15.079;15.519;13;2.354;93;93;329;0;71,27 %;30.598;15.976;52,21 %;15.869;89;131;10.482;5.256;0,82 %;0,56 %;65,61 %;32,90 %;99,89 %;-18
31;VALLE;124;ZARZAL;ZARZAL;43.247;92,52 %;-8.365;FALSE;FALSE;362;119;120;21.077;18.936;14;2.858;120;120;333;0;92,52 %;40.013;24.492;61,21 %;24.274;201;279;16.180;7.815;1,14 %;0,82 %;66,06 %;31,91 %;99,93 %;-17
11;CAUCA;13;CAJIBIO;CAJIBIO;43.873;61,05 %;-7.153;FALSE;FALSE;747;59;83;12.754;14.029;17;1.575;83;83;323;0;61,05 %;26.783;20.002;74,68 %;19.358;501;409;13.051;5.898;2,04 %;2,50 %;65,25 %;29,49 %;99,29 %;-143
48;LA GUAJIRA;5;DIBULLA;DIBULLA;44.251;55,33 %;-3.802;FALSE;FALSE;1.633;27;74;11.715;12.771;10;2.449;74;74;331;0;55,33 %;24.486;11.453;46,77 %;11.378;62;112;7.534;3.732;0,98 %;0,54 %;65,78 %;32,59 %;99,89 %;-13
13;CORDOBA;32;PUERTO LIBERTADOR;PUERTO LIBERTADOR;44.512;73,47 %;-9.404;FALSE;FALSE;2.062;22;99;15.312;17.392;16;2.044;99;99;330;0;73,47 %;32.704;19.445;59,46 %;19.305;100;293;14.208;4.804;1,51 %;0,51 %;73,07 %;24,71 %;99,79 %;-40
52;META;43;PUERTO GAITAN;PUERTO GAITAN;44.644;128,91 %;-2.576;FALSE;FALSE;17.499;3;174;22.953;34.599;22;2.616;174;174;331;0;128,91 %;57.552;35.756;62,13 %;34.809;881;547;18.419;15.843;1,53 %;2,46 %;51,51 %;44,31 %;99,82 %;-66
23;NARIÑO;142;TUQUERRES;TUQUERRES;44.667;80,89 %;-15.722;FALSE;FALSE;227;197;115;18.501;17.632;20;1.807;115;115;314;0;80,89 %;36.133;25.415;70,34 %;25.110;257;212;20.310;4.588;0,83 %;1,01 %;79,91 %;18,05 %;99,81 %;-48
1;ANTIOQUIA;295;YARUMAL;YARUMAL;44.696;78,95 %;7.632;TRUE;FALSE;724;62;108;17.897;17.389;17;2.076;108;108;327;0;78,95 %;35.286;18.465;52,33 %;18.110;285;508;4.985;12.617;2,75 %;1,54 %;27,00 %;68,33 %;99,62 %;-70
27;SANTANDER;121;LEBRIJA;LEBRIJA;45.329;82,51 %;13.698;TRUE;TRUE;549;83;114;17.825;19.575;24;1.558;114;114;328;0;82,51 %;37.400;25.834;69,07 %;25.638;178;362;5.789;19.487;1,40 %;0,69 %;22,41 %;75,43 %;99,93 %;-18
12;CESAR;200;BOSCONIA;BOSCONIA;45.481;73,91 %;-3.562;FALSE;FALSE;609;75;97;16.500;17.116;5;6.723;97;97;347;0;73,91 %;33.616;19.101;56,82 %;18.966;106;198;11.165;7.603;1,04 %;0,55 %;58,45 %;39,80 %;99,85 %;-29
1;ANTIOQUIA;192;NECOCLI;NECOCLI;46.213;87,48 %;3.503;TRUE;FALSE;1.361;34;119;19.959;20.466;11;3.675;119;119;340;0;87,48 %;40.425;20.273;50,15 %;20.091;111;300;8.144;11.647;1,48 %;0,55 %;40,17 %;57,45 %;99,65 %;-71
1;ANTIOQUIA;19;ANDES;ANDES;46.289;78,47 %;11.801;TRUE;TRUE;449;103;111;17.192;19.131;17;2.137;111;111;327;0;78,47 %;36.323;19.847;54,64 %;19.670;136;323;3.773;15.574;1,63 %;0,69 %;19,01 %;78,47 %;99,79 %;-41
48;LA GUAJIRA;7;FONSECA;FONSECA;46.855;69,14 %;-6.996;FALSE;FALSE;662;71;99;16.522;15.873;14;2.314;99;99;327;0;69,14 %;32.395;18.996;58,64 %;18.896;92;190;12.851;5.855;1,00 %;0,48 %;67,65 %;30,82 %;99,96 %;-8
11;CAUCA;55;PAEZ (BELALCAZAR);PAEZ (BELALCAZAR);47.877;47,69 %;-11.235;FALSE;FALSE;1.852;26;82;11.004;11.828;30;761;82;82;278;0;47,69 %;22.832;16.030;70,21 %;15.854;136;139;13.475;2.240;0,87 %;0,85 %;84,06 %;13,97 %;99,75 %;-40
5;BOLIVAR;43;MOMPOS;MOMPOS;48.060;82,87 %;-559;FALSE;FALSE;645;75;127;19.376;20.453;28;1.422;127;127;314;0;82,87 %;39.829;21.172;53,16 %;21.071;82;142;10.744;10.185;0,67 %;0,39 %;50,75 %;48,11 %;99,91 %;-19
13;CORDOBA;4;AYAPEL;AYAPEL;48.255;76,10 %;1.074;TRUE;FALSE;2.098;23;113;17.598;19.126;18;2.040;113;113;325;0;76,10 %;36.724;18.844;51,31 %;18.700;109;172;8.727;9.801;0,91 %;0,58 %;46,31 %;52,01 %;99,81 %;-35
13;CORDOBA;19;CHINU;CHINU;48.733;82,81 %;4.923;TRUE;FALSE;624;78;132;19.812;20.546;43;939;132;132;306;0;82,81 %;40.358;26.953;66,78 %;26.759;163;276;10.780;15.703;1,02 %;0,60 %;40,00 %;58,26 %;99,88 %;-31
13;CORDOBA;40;SAN ANDRES DE SOTAVENTO;SAN ANDRES DE SOTAVENTO;49.067;66,22 %;-6.920;FALSE;FALSE;336;146;97;15.554;16.936;14;2.321;97;97;335;0;66,22 %;32.490;21.601;66,49 %;21.461;101;153;14.114;7.194;0,71 %;0,47 %;65,34 %;33,30 %;99,82 %;-39
31;VALLE;82;PRADERA;PRADERA;49.119;86,57 %;-13.347;FALSE;FALSE;407;121;132;22.239;20.284;32;1.329;132;132;322;0;86,57 %;42.523;26.159;61,52 %;25.877;243;270;19.477;6.130;1,03 %;0,93 %;74,46 %;23,43 %;99,85 %;-39
7;BOYACA;214;PUERTO BOYACA;PUERTO BOYACA;49.232;80,89 %;4.481;TRUE;FALSE;1.472;33;119;19.510;20.314;14;2.845;119;119;335;0;80,89 %;39.824;25.561;64,18 %;24.933;581;360;10.046;14.527;1,41 %;2,27 %;39,30 %;56,83 %;99,82 %;-47
31;VALLE;37;DAGUA;DAGUA;49.986;76,67 %;-2.639;FALSE;FALSE;886;56;122;18.635;19.688;27;1.419;122;122;314;0;76,67 %;38.323;22.132;57,75 %;21.849;229;292;12.098;9.459;1,32 %;1,03 %;54,66 %;42,74 %;99,76 %;-54
5;BOLIVAR;40;MARIA LA BAJA;MARIA LA BAJA;50.182;89,73 %;-8.582;FALSE;FALSE;547;92;138;22.057;22.973;23;1.958;138;138;326;0;89,73 %;45.030;21.267;47,23 %;21.139;96;189;14.766;6.184;0,89 %;0,45 %;69,43 %;29,08 %;99,85 %;-32
15;CUNDINAMARCA;292;TOCANCIPA;TOCANCIPA;50.428;85,51 %;-8.601;FALSE;FALSE;73;691;127;22.371;20.748;11;3.920;127;127;340;0;85,51 %;43.119;34.671;80,41 %;34.124;534;679;21.023;12.422;1,96 %;1,54 %;60,64 %;35,83 %;99,96 %;-13
28;SUCRE;160;SAMPUES;SAMPUES;50.493;72,35 %;-7.882;FALSE;FALSE;209;242;117;17.870;18.663;26;1.405;117;117;312;0;72,35 %;36.533;24.337;66,62 %;24.147;145;203;15.913;8.031;0,83 %;0,60 %;65,39 %;33,00 %;99,82 %;-45
29;TOLIMA;40;CHAPARRAL;CHAPARRAL;51.125;81,74 %;4.548;TRUE;FALSE;2.124;24;122;20.083;21.705;30;1.393;122;122;343;0;81,74 %;41.788;21.949;52,52 %;21.649;253;317;8.392;12.940;1,44 %;1,15 %;38,23 %;58,95 %;99,79 %;-47
40;ARAUCA;5;TAME;TAME;51.308;76,81 %;5.102;TRUE;FALSE;6.457;8;120;19.081;20.331;18;2.190;120;120;328;0;76,81 %;39.412;23.074;58,55 %;22.661;345;477;8.541;13.643;2,07 %;1,50 %;37,02 %;59,13 %;99,71 %;-68
15;CUNDINAMARCA;304;UBATE;UBATE;51.738;71,92 %;7.987;TRUE;FALSE;102;507;113;18.982;18.227;14;2.658;113;113;329;0;71,92 %;37.209;27.420;73,69 %;26.976;426;607;9.191;17.178;2,21 %;1,55 %;33,52 %;62,65 %;99,93 %;-18
48;LA GUAJIRA;13;SAN JUAN DEL CESAR;SAN JUAN DEL CESAR;52.157;70,09 %;3.501;TRUE;FALSE;1.215;43;114;18.728;17.830;28;1.306;114;114;321;0;70,09 %;36.558;22.336;61,10 %;22.176;141;219;9.228;12.729;0,98 %;0,63 %;41,31 %;56,99 %;99,91 %;-19
28;SUCRE;220;SAN ONOFRE;SAN ONOFRE;52.851;89,05 %;-10.037;FALSE;FALSE;1.102;48;154;22.346;24.720;38;1.239;154;154;306;0;89,05 %;47.066;22.719;48,27 %;22.588;92;141;16.242;6.205;0,62 %;0,40 %;71,49 %;27,31 %;99,83 %;-39
60;AMAZONAS;1;LETICIA;LETICIA;53.293;84,86 %;-3.726;FALSE;FALSE;5.832;9;134;22.061;23.163;15;3.015;134;134;337;0;84,86 %;45.224;23.465;51,89 %;23.255;158;339;13.321;9.595;1,44 %;0,67 %;56,77 %;40,89 %;99,78 %;-52
9;CALDAS;103;RIOSUCIO;RIOSUCIO;53.386;77,33 %;1.301;TRUE;FALSE;9.318;6;125;20.812;20.472;20;2.064;125;125;330;0;77,33 %;41.284;26.801;64,92 %;26.177;560;512;12.182;13.483;1,91 %;2,09 %;45,45 %;50,31 %;99,76 %;-64
12;CESAR;608;LA JAGUA DE IBIRICO;LA JAGUA DE IBIRICO;53.480;61,27 %;-4.843;FALSE;FALSE;728;73;97;16.013;16.753;7;4.681;97;97;338;0;61,27 %;32.766;19.325;58,98 %;19.096;212;229;11.855;7.012;1,18 %;1,10 %;61,35 %;36,28 %;99,91 %;-17
1;ANTIOQUIA;80;CAREPA;CAREPA;53.572;92,29 %;-6.925;FALSE;FALSE;380;141;149;23.900;25.540;16;3.090;149;149;332;0;92,29 %;49.440;25.857;52,30 %;25.604;202;441;16.044;9.119;1,71 %;0,78 %;62,05 %;35,27 %;99,80 %;-51
9;CALDAS;34;CHINCHINA;CHINCHINA;53.695;88,88 %;4.370;TRUE;FALSE;112;479;140;24.283;23.440;12;3.977;140;140;341;0;88,88 %;47.723;29.154;61,09 %;28.545;545;535;11.820;16.190;1,84 %;1,87 %;40,54 %;55,53 %;99,78 %;-64
13;CORDOBA;55;SAN PELAYO;SAN PELAYO;54.125;71,77 %;-2.303;FALSE;FALSE;451;120;116;19.161;19.684;14;2.775;116;116;335;0;71,77 %;38.845;25.311;65,16 %;25.196;87;177;13.661;11.358;0,70 %;0,34 %;53,97 %;44,87 %;99,89 %;-28
44;CAQUETA;10;SAN VICENTE DEL CAGUAN;SAN VICENTE DEL CAGUAN;54.304;77,37 %;-8.454;FALSE;FALSE;21.923;2;129;19.897;22.119;26;1.616;129;129;326;0;77,37 %;42.016;31.343;74,60 %;30.673;537;979;19.074;10.620;3,12 %;1,71 %;60,86 %;33,88 %;99,58 %;-133
11;CAUCA;25;EL TAMBO;EL TAMBO;55.064;73,69 %;-15.040;FALSE;FALSE;282;195;145;18.631;21.943;62;654;145;145;280;0;73,69 %;40.574;32.356;79,75 %;31.169;984;703;22.753;7.713;2,17 %;3,04 %;70,32 %;23,84 %;99,37 %;-203
25;NORTE DE SAN;64;PAMPLONA;PAMPLONA;55.182;89,02 %;9.660;TRUE;FALSE;318;174;145;24.879;24.246;12;4.094;145;145;339;0;89,02 %;49.125;30.872;62,84 %;30.500;335;692;10.074;19.734;2,24 %;1,09 %;32,63 %;63,92 %;99,88 %;-37
3;ATLANTICO;37;PUERTO COLOMBIA;PUERTO COLOMBIA;55.890;71,14 %;-5.629;FALSE;FALSE;15.664;4;117;20.164;19.598;8;4.970;117;117;340;0;71,14 %;39.762;25.375;63,82 %;25.298;66;213;15.357;9.728;0,84 %;0,26 %;60,52 %;38,34 %;99,96 %;-11
13;CORDOBA;60;TUCHIN;TUCHIN;56.142;50,22 %;-5.370;FALSE;FALSE;128;439;86;13.768;14.427;14;2.014;86;86;328;0;50,22 %;28.195;18.430;65,37 %;18.241;132;121;11.745;6.375;0,66 %;0,72 %;63,73 %;34,59 %;99,69 %;-57
1;ANTIOQUIA;117;EL BAGRE;EL BAGRE;56.392;75,54 %;-2.862;FALSE;FALSE;1.563;36;124;20.725;21.872;6;7.100;124;124;344;0;75,54 %;42.597;19.252;45,20 %;19.016;182;460;10.709;7.847;2,39 %;0,95 %;55,63 %;40,76 %;99,72 %;-54
23;NARIÑO;16;BARBACOAS;BARBACOAS;56.653;42,79 %;-11.394;FALSE;FALSE;1.877;30;92;12.003;12.237;44;551;92;92;263;0;42,79 %;24.240;15.071;62,17 %;14.831;200;173;13.026;1.632;1,15 %;1,33 %;86,43 %;10,83 %;99,73 %;-40
1;ANTIOQUIA;43;BARBOSA;BARBOSA;56.928;82,53 %;6.291;TRUE;FALSE;46;1.238;138;23.574;23.408;10;4.698;138;138;340;0;82,53 %;46.982;26.058;55,46 %;25.586;409;669;9.313;15.604;2,57 %;1,57 %;35,74 %;59,88 %;99,76 %;-63
1;ANTIOQUIA;133;GIRARDOTA;GIRARDOTA;57.024;99,68 %;8.830;TRUE;FALSE;78;731;165;28.002;28.837;10;5.684;165;165;344;0;99,68 %;56.839;33.813;59,49 %;33.255;505;815;11.805;20.635;2,41 %;1,49 %;34,91 %;61,03 %;99,84 %;-53
31;VALLE;49;EL CERRITO;EL CERRITO;58.265;96,30 %;-15.661;FALSE;FALSE;466;125;167;28.623;27.486;18;3.117;167;167;336;0;96,30 %;56.109;34.924;62,24 %;34.629;261;334;24.978;9.317;0,96 %;0,75 %;71,52 %;26,68 %;99,90 %;-34
40;ARAUCA;10;ARAUQUITA;ARAUQUITA;58.905;61,83 %;-3.807;FALSE;FALSE;3.281;18;112;17.002;19.417;17;2.142;112;112;325;0;61,83 %;36.419;17.348;47,63 %;17.006;295;423;10.195;6.388;2,44 %;1,70 %;58,77 %;36,82 %;99,73 %;-47
7;BOYACA;67;CHIQUINQUIRA;CHIQUINQUIRA;59.089;74,81 %;6.898;TRUE;FALSE;133;444;132;23.432;20.775;12;3.684;132;132;335;0;74,81 %;44.207;31.250;70,69 %;30.893;337;517;11.739;18.637;1,65 %;1,08 %;37,56 %;59,64 %;99,94 %;-20
31;VALLE;55;FLORIDA;FLORIDA;59.109;92,87 %;-19.683;FALSE;FALSE;253;234;164;27.935;26.957;33;1.663;164;164;335;0;92,87 %;54.892;35.298;64,30 %;34.959;296;360;27.141;7.458;1,02 %;0,84 %;76,89 %;21,13 %;99,88 %;-43
56;SAN ANDRES;1;SAN ANDRES;SAN ANDRES;59.209;82,66 %;-1.907;FALSE;FALSE;278;213;142;25.426;23.517;7;6.992;142;142;345;0;82,66 %;48.943;21.142;43,20 %;21.039;72;500;11.223;9.316;2,36 %;0,34 %;53,08 %;44,06 %;99,85 %;-31
54;GUAVIARE;1;SAN JOSE DEL GUAVIARE;SAN JOSE DEL GUAVIARE;59.446;81,29 %;2.727;TRUE;FALSE;16.654;4;150;22.788;25.537;26;1.859;150;150;322;0;81,29 %;48.325;29.293;60,62 %;28.633;567;774;12.566;15.293;2,64 %;1,94 %;42,90 %;52,21 %;99,68 %;-93
