dept_code;dept_name;muni_code;muni_name;muni_name;poblacion_2025;CEN/POP;VOTE DIF;AVEWIN;LANDSLIDE;area_km2;Pop/km2;mesas_total;censo_mujeres;censo_hombres;puestos;Personas/puesto;mesas_censo;mesas_escrutadas;Personas/mesa;DIF-MESAS;Elect/poblacion;censo_electoral;votantes;% votantes;votos_validos;votos_nulos;votos_blancos;cepeda;espriella;% blanco;% nulos;%cepeda;%espriella;SUM;DIF
15;CUNDINAMARCA;7;ALBAN;ALBAN;7.587;73,09 %;1.289;TRUE;FALSE;57;133;17;2.702;2.843;2;2.773;17;17;326;0;73,09 %;5.545;3.790;68,35 %;3.718;66;53;1.188;2.477;1,40 %;1,74 %;31,35 %;65,36 %;99,84 %;-6
64;PUTUMAYO;16;SANTIAGO;SANTIAGO;7.610;88,24 %;-2.556;FALSE;FALSE;445;17;19;3.469;3.246;2;3.358;19;19;353;0;88,24 %;6.715;4.376;65,17 %;4.348;18;40;3.432;876;0,91 %;0,41 %;78,43 %;20,02 %;99,77 %;-10
24;RISARALDA;38;LA CELIA;LA CELIA;7.634;88,47 %;1.457;TRUE;FALSE;87;88;20;3.068;3.686;2;3.377;20;20;338;0;88,47 %;6.754;3.886;57,54 %;3.826;49;67;1.151;2.608;1,72 %;1,26 %;29,62 %;67,11 %;99,72 %;-11
23;NARIÑO;61;ILES;ILES;7.648;99,15 %;-2.648;FALSE;FALSE;82;93;24;3.845;3.738;5;1.517;24;24;316;0;99,15 %;7.583;5.048;66,57 %;5.006;29;38;3.808;1.160;0,75 %;0,57 %;75,44 %;22,98 %;99,74 %;-13
7;BOYACA;13;BELEN;BELEN;7.680;91,25 %;1.687;TRUE;FALSE;48;160;21;3.627;3.381;2;3.504;21;21;334;0;91,25 %;7.008;5.020;71,63 %;4.962;53;87;1.594;3.281;1,73 %;1,06 %;31,75 %;65,36 %;99,90 %;-5
1;ANTIOQUIA;223;SAN ANDRES;SAN ANDRES;7.697;74,72 %;1.151;TRUE;FALSE;278;28;21;2.659;3.092;9;639;21;21;274;0;74,72 %;5.751;2.664;46,32 %;2.602;45;97;677;1.828;3,64 %;1,69 %;25,41 %;68,62 %;99,36 %;-17
7;BOYACA;334;UMBITA;UMBITA;7.701;74,61 %;2.496;TRUE;TRUE;158;49;17;2.645;3.101;1;5.746;17;17;338;0;74,61 %;5.746;4.154;72,29 %;4.135;14;43;798;3.294;1,04 %;0,34 %;19,21 %;79,30 %;99,88 %;-5
26;QUINDIO;40;GENOVA;GENOVA;7.743;94,45 %;1.401;TRUE;FALSE;297;26;22;3.292;4.021;2;3.657;22;22;332;0;94,45 %;7.313;4.292;58,69 %;4.205;73;58;1.373;2.774;1,35 %;1,70 %;31,99 %;64,63 %;99,67 %;-14
15;CUNDINAMARCA;265;SUSA;SUSA;7.794;72,31 %;2.044;TRUE;TRUE;86;91;16;2.738;2.898;1;5.636;16;16;352;0;72,31 %;5.636;4.206;74,63 %;4.176;23;74;1.029;3.073;1,76 %;0,55 %;24,47 %;73,06 %;99,83 %;-7
15;CUNDINAMARCA;301;UBAQUE;UBAQUE;7.794;81,06 %;2.115;TRUE;TRUE;105;74;19;2.957;3.361;2;3.159;19;19;333;0;81,06 %;6.318;4.715;74,63 %;4.657;52;58;1.242;3.357;1,23 %;1,10 %;26,34 %;71,20 %;99,87 %;-6
7;BOYACA;250;SANTANA;SANTANA;7.862;92,33 %;2.194;TRUE;TRUE;67;117;21;3.444;3.815;1;7.259;21;21;346;0;92,33 %;7.259;4.513;62,17 %;4.485;25;39;1.126;3.320;0,86 %;0,55 %;24,95 %;73,57 %;99,93 %;-3
25;NORTE DE SAN;40;GRAMALOTE;GRAMALOTE;7.876;73,29 %;3.194;TRUE;TRUE;147;54;18;2.748;3.024;4;1.443;18;18;321;0;73,29 %;5.772;3.953;68,49 %;3.938;6;28;358;3.552;0,71 %;0,15 %;9,06 %;89,86 %;99,77 %;-9
1;ANTIOQUIA;39;ARGELIA;ARGELIA;7.902;86,40 %;2.562;TRUE;TRUE;87;91;23;3.166;3.661;7;975;23;23;297;0;86,40 %;6.827;3.518;51,53 %;3.493;18;43;444;3.006;1,22 %;0,51 %;12,62 %;85,45 %;99,80 %;-7
15;CUNDINAMARCA;319;VERGARA;VERGARA;7.905;91,26 %;2.775;TRUE;TRUE;146;54;23;3.284;3.930;7;1.031;23;23;314;0;91,26 %;7.214;4.659;64,58 %;4.624;29;57;896;3.671;1,22 %;0,62 %;19,23 %;78,79 %;99,87 %;-6
27;SANTANDER;211;TONA;TONA;7.921;72,93 %;2.746;TRUE;TRUE;342;23;18;2.695;3.082;4;1.444;18;18;321;0;72,93 %;5.777;4.116;71,25 %;4.068;42;46;638;3.384;1,12 %;1,02 %;15,50 %;82,22 %;99,85 %;-6
7;BOYACA;73;CHITA;CHITA;7.947;78,99 %;2.355;TRUE;TRUE;748;11;23;2.937;3.340;7;897;23;23;273;0;78,99 %;6.277;3.642;58,02 %;3.614;20;35;612;2.967;0,96 %;0,55 %;16,80 %;81,47 %;99,78 %;-8
25;NORTE DE SAN;79;SAN CAYETANO;SAN CAYETANO;7.975;127,81 %;3.550;TRUE;TRUE;144;55;31;4.724;5.469;5;2.039;31;31;329;0;127,81 %;10.193;5.169;50,71 %;5.141;23;41;775;4.325;0,79 %;0,44 %;14,99 %;83,67 %;99,90 %;-5
19;HUILA;94;YAGUARA;YAGUARA;8.011;89,02 %;1.540;TRUE;FALSE;329;24;21;3.533;3.598;2;3.566;21;21;340;0;89,02 %;7.131;5.194;72,84 %;5.135;53;73;1.761;3.301;1,41 %;1,02 %;33,90 %;63,55 %;99,88 %;-6
44;CAQUETA;12;CURILLO;CURILLO;8.025;96,40 %;253;TRUE;FALSE;459;17;23;3.631;4.105;3;2.579;23;23;336;0;96,40 %;7.736;3.727;48,18 %;3.666;52;93;1.660;1.913;2,50 %;1,40 %;44,54 %;51,33 %;99,76 %;-9
1;ANTIOQUIA;293;YALI;YALI;8.044;81,02 %;1.538;TRUE;TRUE;447;18;20;2.990;3.527;2;3.259;20;20;326;0;81,02 %;6.517;3.090;47,41 %;3.054;22;62;727;2.265;2,01 %;0,71 %;23,53 %;73,30 %;99,55 %;-14
5;BOLIVAR;5;ARENAL;ARENAL;8.053;86,89 %;-851;FALSE;FALSE;534;15;24;3.222;3.775;7;1.000;24;24;292;0;86,89 %;6.997;3.808;54,42 %;3.774;26;41;2.292;1.441;1,08 %;0,68 %;60,19 %;37,84 %;99,79 %;-8
15;CUNDINAMARCA;307;UNE;UNE;8.130;83,71 %;2.254;TRUE;TRUE;211;39;21;3.232;3.574;3;2.269;21;21;324;0;83,71 %;6.806;5.077;74,60 %;5.029;46;87;1.344;3.598;1,71 %;0,91 %;26,47 %;70,87 %;99,96 %;-2
7;BOYACA;176;OTANCHE;OTANCHE;8.162;89,81 %;2.931;TRUE;TRUE;512;16;27;3.358;3.972;11;666;27;27;271;0;89,81 %;7.330;4.832;65,92 %;4.806;23;37;919;3.850;0,77 %;0,48 %;19,02 %;79,68 %;99,94 %;-3
7;BOYACA;220;RAQUIRA;RAQUIRA;8.186;67,75 %;1.733;TRUE;FALSE;231;35;17;2.658;2.888;4;1.387;17;17;326;0;67,75 %;5.546;4.153;74,88 %;4.103;47;68;1.151;2.884;1,64 %;1,13 %;27,71 %;69,44 %;99,93 %;-3
27;SANTANDER;221;VILLANUEVA;VILLANUEVA;8.190;89,74 %;3.339;TRUE;TRUE;99;83;21;3.776;3.574;1;7.350;21;21;350;0;89,74 %;7.350;5.470;74,42 %;5.428;36;83;1.003;4.342;1,52 %;0,66 %;18,34 %;79,38 %;99,89 %;-6
25;NORTE DE SAN;52;LA PLAYA;LA PLAYA;8.192;86,98 %;1.809;TRUE;TRUE;241;34;22;3.234;3.891;5;1.425;22;22;324;0;86,98 %;7.125;3.772;52,94 %;3.754;13;39;953;2.762;1,03 %;0,34 %;25,27 %;73,22 %;99,87 %;-5
27;SANTANDER;167;PUERTO PARRA;PUERTO PARRA;8.228;81,47 %;758;TRUE;FALSE;761;11;22;3.020;3.683;5;1.341;22;22;305;0;81,47 %;6.703;3.741;55,81 %;3.689;43;45;1.443;2.201;1,20 %;1,15 %;38,57 %;58,83 %;99,76 %;-9
7;BOYACA;274;SOCHA;SOCHA;8.245;82,89 %;1.384;TRUE;FALSE;264;31;22;3.341;3.493;4;1.709;22;22;311;0;82,89 %;6.834;4.449;65,10 %;4.384;61;62;1.469;2.853;1,39 %;1,37 %;33,02 %;64,13 %;99,91 %;-4
29;TOLIMA;43;DOLORES;DOLORES;8.246;86,65 %;2.252;TRUE;TRUE;672;12;24;3.239;3.906;9;794;24;24;298;0;86,65 %;7.145;4.637;64,90 %;4.582;38;60;1.135;3.387;1,29 %;0,82 %;24,48 %;73,04 %;99,63 %;-17
19;HUILA;85;TERUEL;TERUEL;8.288;82,05 %;2.483;TRUE;TRUE;499;17;20;3.217;3.583;2;3.400;20;20;340;0;82,05 %;6.800;4.343;63,87 %;4.313;23;42;894;3.377;0,97 %;0,53 %;20,58 %;77,76 %;99,84 %;-7
48;LA GUAJIRA;6;EL MOLINO;EL MOLINO;8.288;111,10 %;-255;FALSE;FALSE;190;44;27;4.424;4.784;1;9.208;27;27;341;0;111,10 %;9.208;5.240;56,91 %;5.207;31;40;2.711;2.456;0,76 %;0,59 %;51,74 %;46,87 %;99,96 %;-2
23;NARIÑO;22;COLON (GENOVA);COLON (GENOVA);8.333;85,80 %;-2.563;FALSE;FALSE;297;28;25;3.473;3.677;9;794;25;25;286;0;85,80 %;7.150;4.943;69,13 %;4.820;105;89;3.647;1.084;1,80 %;2,12 %;73,78 %;21,93 %;99,64 %;-18
5;BOLIVAR;27;EL PEÑON;EL PEÑON;8.364;81,86 %;231;TRUE;FALSE;130;64;24;3.192;3.655;7;978;24;24;285;0;81,86 %;6.847;3.415;49,88 %;3.402;8;11;1.580;1.811;0,32 %;0,23 %;46,27 %;53,03 %;99,85 %;-5
23;NARIÑO;103;PUERRES;PUERRES;8.382;92,76 %;-2.319;FALSE;FALSE;359;23;24;3.988;3.787;5;1.555;24;24;324;0;92,76 %;7.775;5.473;70,39 %;5.437;29;52;3.852;1.533;0,95 %;0,53 %;70,38 %;28,01 %;99,87 %;-7
29;TOLIMA;31;COELLO;COELLO;8.383;101,51 %;-180;FALSE;FALSE;350;24;29;3.995;4.515;8;1.064;29;29;293;0;101,51 %;8.510;5.655;66,45 %;5.603;40;37;2.873;2.693;0,65 %;0,71 %;50,80 %;47,62 %;99,79 %;-12
29;TOLIMA;37;CUNDAY;CUNDAY;8.434;84,54 %;2.385;TRUE;TRUE;518;16;24;3.241;3.889;7;1.019;24;24;297;0;84,54 %;7.130;4.292;60,20 %;4.262;23;39;919;3.304;0,91 %;0,54 %;21,41 %;76,98 %;99,84 %;-7
23;NARIÑO;13;ARBOLEDA (BERRUECOS);ARBOLEDA (BERRUECOS);8.437;71,96 %;-827;FALSE;FALSE;63;134;19;2.982;3.089;5;1.214;19;19;320;0;71,96 %;6.071;4.026;66,32 %;3.974;47;69;2.366;1.539;1,71 %;1,17 %;58,77 %;38,23 %;99,88 %;-5
19;HUILA;19;BARAYA;BARAYA;8.467;75,45 %;1.587;TRUE;FALSE;750;11;20;2.971;3.417;6;1.065;20;20;319;0;75,45 %;6.388;4.167;65,23 %;4.106;47;57;1.231;2.818;1,37 %;1,13 %;29,54 %;67,63 %;99,66 %;-14
7;BOYACA;283;SOTAQUIRA;SOTAQUIRA;8.469;74,03 %;1.639;TRUE;FALSE;288;29;19;3.062;3.208;2;3.135;19;19;330;0;74,03 %;6.270;4.757;75,87 %;4.683;57;56;1.494;3.133;1,18 %;1,20 %;31,41 %;65,86 %;99,64 %;-17
29;TOLIMA;91;PRADO;PRADO;8.477;92,95 %;1.970;TRUE;FALSE;448;19;26;3.707;4.172;5;1.576;26;26;303;0;92,95 %;7.879;4.815;61,11 %;4.770;32;38;1.381;3.351;0,79 %;0,66 %;28,68 %;69,60 %;99,73 %;-13
1;ANTIOQUIA;62;BRICEÑO;BRICEÑO;8.504;80,35 %;827;TRUE;FALSE;64;133;23;3.056;3.777;9;759;23;23;297;0;80,35 %;6.833;2.487;36,40 %;2.428;37;79;761;1.588;3,18 %;1,49 %;30,60 %;63,85 %;99,12 %;-22
46;CASANARE;830;SAN LUIS DE PALENQUE;SAN LUIS DE PALENQUE;8.526;77,96 %;3.242;TRUE;TRUE;3.052;3;24;3.077;3.570;9;739;24;24;277;0;77,96 %;6.647;4.753;71,51 %;4.719;29;59;709;3.951;1,24 %;0,61 %;14,92 %;83,13 %;99,89 %;-5
7;BOYACA;163;MUZO;MUZO;8.559;87,73 %;1.583;TRUE;FALSE;136;63;24;3.303;4.206;5;1.502;24;24;313;0;87,73 %;7.509;4.539;60,45 %;4.483;48;56;1.422;3.005;1,23 %;1,06 %;31,33 %;66,20 %;99,82 %;-8
15;CUNDINAMARCA;298;UBALA;UBALA;8.591;102,25 %;2.995;TRUE;TRUE;505;17;33;3.919;4.865;14;627;33;33;266;0;102,25 %;8.784;5.388;61,34 %;5.341;31;66;1.140;4.135;1,22 %;0,58 %;21,16 %;76,74 %;99,70 %;-16
23;NARIÑO;10;ANCUYA;ANCUYA;8.621;82,25 %;-3.233;FALSE;FALSE;73;118;25;3.428;3.663;10;709;25;25;284;0;82,25 %;7.091;4.829;68,10 %;4.814;14;41;4.003;770;0,85 %;0,29 %;82,90 %;15,95 %;99,98 %;-1
7;BOYACA;328;TUTA;TUTA;8.629;99,94 %;1.080;TRUE;FALSE;165;52;25;4.378;4.246;2;4.312;25;25;345;0;99,94 %;8.624;6.370;73,86 %;6.300;59;102;2.559;3.639;1,60 %;0,93 %;40,17 %;57,13 %;99,83 %;-11
1;ANTIOQUIA;175;MACEO;MACEO;8.638;101,17 %;2.458;TRUE;TRUE;431;20;27;4.117;4.622;4;2.185;27;27;324;0;101,17 %;8.739;4.963;56,79 %;4.917;40;75;1.192;3.650;1,51 %;0,81 %;24,02 %;73,54 %;99,88 %;-6
17;CHOCO;35;RIO QUITO (PAIMADO);RIO QUITO (PAIMADO);8.649;87,46 %;-2.541;FALSE;FALSE;700;12;25;4.009;3.555;11;688;25;25;303;0;87,46 %;7.564;4.567;60,38 %;4.480;72;25;3.498;957;0,55 %;1,58 %;76,59 %;20,95 %;99,67 %;-15
25;NORTE DE SAN;25;CUCUTILLA;CUCUTILLA;8.675;81,99 %;3.919;TRUE;TRUE;372;23;22;3.307;3.806;3;2.371;22;22;323;0;81,99 %;7.113;4.983;70,05 %;4.941;29;58;482;4.401;1,16 %;0,58 %;9,67 %;88,32 %;99,74 %;-13
1;ANTIOQUIA;199;PEQUE;PEQUE;8.677;77,86 %;1.095;TRUE;FALSE;392;22;22;3.118;3.638;7;965;22;22;307;0;77,86 %;6.756;3.524;52,16 %;3.490;24;57;1.169;2.264;1,62 %;0,68 %;33,17 %;64,25 %;99,72 %;-10
27;SANTANDER;10;ARATOCA;ARATOCA;8.708;82,46 %;3.024;TRUE;TRUE;170;51;21;3.395;3.786;1;7.181;21;21;342;0;82,46 %;7.181;5.169;71,98 %;5.128;33;60;1.022;4.046;1,16 %;0,64 %;19,77 %;78,27 %;99,85 %;-8
31;VALLE;43;EL AGUILA;EL AGUILA;8.732;87,53 %;2.179;TRUE;TRUE;199;44;31;3.338;4.305;18;425;31;31;247;0;87,53 %;7.643;4.161;54,44 %;4.091;61;78;917;3.096;1,87 %;1,47 %;22,04 %;74,41 %;99,78 %;-9
15;CUNDINAMARCA;132;GRANADA;GRANADA;8.747;77,67 %;153;TRUE;FALSE;350;25;20;3.334;3.460;1;6.794;20;20;340;0;77,67 %;6.794;4.834;71,15 %;4.778;53;61;2.282;2.435;1,26 %;1,10 %;47,21 %;50,37 %;99,94 %;-3
15;CUNDINAMARCA;40;CARMEN DE CARUPA;CARMEN DE CARUPA;8.757;72,84 %;2.465;TRUE;TRUE;228;38;19;3.005;3.374;3;2.126;19;19;336;0;72,84 %;6.379;4.598;72,08 %;4.542;49;85;996;3.461;1,85 %;1,07 %;21,66 %;75,27 %;99,85 %;-7
52;META;47;PUERTO CONCORDIA;PUERTO CONCORDIA;8.771;85,04 %;384;TRUE;FALSE;1.298;7;22;3.245;4.214;4;1.865;22;22;339;0;85,04 %;7.459;4.331;58,06 %;4.253;67;61;1.904;2.288;1,41 %;1,55 %;43,96 %;52,83 %;99,75 %;-11
29;TOLIMA;7;ALVARADO;ALVARADO;8.779;104,28 %;711;TRUE;FALSE;311;28;30;4.329;4.826;8;1.144;30;30;305;0;104,28 %;9.155;5.576;60,91 %;5.520;43;57;2.376;3.087;1,02 %;0,77 %;42,61 %;55,36 %;99,77 %;-13
31;VALLE;52;EL DOVIO;EL DOVIO;8.787;120,12 %;1.255;TRUE;FALSE;383;23;38;5.123;5.432;14;754;38;38;278;0;120,12 %;10.555;5.858;55,50 %;5.765;79;96;2.207;3.462;1,64 %;1,35 %;37,67 %;59,10 %;99,76 %;-14
27;SANTANDER;175;SAN ANDRES;SAN ANDRES;8.820;75,12 %;2.394;TRUE;TRUE;278;32;26;3.007;3.619;16;414;26;26;255;0;75,12 %;6.626;4.276;64,53 %;4.224;40;50;890;3.284;1,17 %;0,94 %;20,81 %;76,80 %;99,72 %;-12
1;ANTIOQUIA;170;LA PINTADA;LA PINTADA;8.862;84,41 %;1.211;TRUE;FALSE;55;161;22;3.644;3.836;1;7.480;22;22;340;0;84,41 %;7.480;4.330;57,89 %;4.274;43;55;1.504;2.715;1,27 %;0,99 %;34,73 %;62,70 %;99,70 %;-13
5;BOLIVAR;72;SAN CRISTOBAL;SAN CRISTOBAL;8.876;92,06 %;-1.253;FALSE;FALSE;56;159;24;4.024;4.147;2;4.086;24;24;340;0;92,06 %;8.171;4.877;59,69 %;4.867;5;42;3.039;1.786;0,86 %;0,10 %;62,31 %;36,62 %;99,90 %;-5
46;CASANARE;560;NUNCHIA;NUNCHIA;8.900;73,79 %;3.242;TRUE;TRUE;1.171;8;27;3.059;3.508;14;469;27;27;243;0;73,79 %;6.567;4.689;71,40 %;4.663;20;37;692;3.934;0,79 %;0,43 %;14,76 %;83,90 %;99,87 %;-6
1;ANTIOQUIA;67;CAICEDO;CAICEDO;8.940;81,60 %;2.023;TRUE;TRUE;221;40;21;3.432;3.863;2;3.648;21;21;347;0;81,60 %;7.295;3.689;50,57 %;3.630;41;77;765;2.788;2,09 %;1,11 %;20,74 %;75,58 %;99,51 %;-18
23;NARIÑO;91;MALLAMA (PIEDRANCHA);MALLAMA (PIEDRANCHA);8.964;72,85 %;-3.368;FALSE;FALSE;531;17;22;3.257;3.273;9;726;22;22;297;0;72,85 %;6.530;4.622;70,78 %;4.575;41;49;3.947;579;1,06 %;0,89 %;85,40 %;12,53 %;99,87 %;-6
7;BOYACA;268;SOATA;SOATA;9.006;85,07 %;1.855;TRUE;FALSE;136;66;22;3.893;3.768;1;7.661;22;22;348;0;85,07 %;7.661;5.361;69,98 %;5.290;63;63;1.686;3.541;1,18 %;1,18 %;31,45 %;66,05 %;99,85 %;-8
5;BOLIVAR;14;CANTAGALLO;CANTAGALLO;9.007;96,28 %;-1.230;FALSE;FALSE;669;13;26;3.817;4.855;4;2.168;26;26;334;0;96,28 %;8.672;5.383;62,07 %;5.348;27;36;3.271;2.041;0,67 %;0,50 %;60,77 %;37,92 %;99,85 %;-8
5;BOLIVAR;9;ARROYO HONDO;ARROYO HONDO;9.022;121,39 %;2.201;TRUE;TRUE;162;56;33;5.228;5.724;6;1.825;33;33;332;0;121,39 %;10.952;4.915;44,88 %;4.890;18;41;1.324;3.525;0,83 %;0,37 %;26,94 %;71,72 %;99,86 %;-7
28;SUCRE;30;COLOSO (RICAURTE);COLOSO (RICAURTE);9.030;97,29 %;-1.037;FALSE;FALSE;141;64;27;4.141;4.644;6;1.464;27;27;325;0;97,29 %;8.785;5.522;62,86 %;5.478;31;41;3.237;2.200;0,74 %;0,56 %;58,62 %;39,84 %;99,76 %;-13
15;CUNDINAMARCA;166;MEDINA;MEDINA;9.056;76,00 %;2.868;TRUE;TRUE;1.915;5;25;3.191;3.692;11;626;25;25;275;0;76,00 %;6.883;4.688;68,11 %;4.643;39;57;859;3.727;1,22 %;0,83 %;18,32 %;79,50 %;99,87 %;-6
25;NORTE DE SAN;10;BOCHALEMA;BOCHALEMA;9.056;95,59 %;3.808;TRUE;TRUE;172;53;28;4.244;4.413;5;1.731;28;28;309;0;95,59 %;8.657;5.433;62,76 %;5.401;21;53;770;4.578;0,98 %;0,39 %;14,17 %;84,26 %;99,80 %;-11
7;BOYACA;313;TOCA;TOCA;9.068;88,39 %;1.553;TRUE;FALSE;165;55;23;3.939;4.076;1;8.015;23;23;348;0;88,39 %;8.015;5.776;72,06 %;5.693;76;112;2.014;3.567;1,94 %;1,32 %;34,87 %;61,76 %;99,88 %;-7
52;META;58;SAN JUAN DE ARAMA;SAN JUAN DE ARAMA;9.074;70,37 %;562;TRUE;FALSE;1.163;8;21;2.935;3.450;7;912;21;21;304;0;70,37 %;6.385;4.028;63,09 %;3.978;45;60;1.678;2.240;1,49 %;1,12 %;41,66 %;55,61 %;99,88 %;-5
15;CUNDINAMARCA;49;CUCUNUBA;CUCUNUBA;9.107;59,16 %;2.686;TRUE;TRUE;112;81;16;2.637;2.751;3;1.796;16;16;337;0;59,16 %;5.388;4.240;78,69 %;4.188;48;58;722;3.408;1,37 %;1,13 %;17,03 %;80,38 %;99,91 %;-4
1;ANTIOQUIA;145;GUATAPE;GUATAPE;9.121;92,23 %;3.669;TRUE;TRUE;69;132;24;4.242;4.170;1;8.412;24;24;351;0;92,23 %;8.412;6.138;72,97 %;6.082;45;119;1.147;4.816;1,94 %;0,73 %;18,69 %;78,46 %;99,82 %;-11
50;GUAINIA;70;BARRANCOMINAS;BARRANCOMINAS;9.147;59,95 %;-2.100;FALSE;FALSE;12.914;1;18;2.452;3.032;6;914;18;18;305;0;59,95 %;5.484;2.518;45,92 %;2.503;8;15;2.294;194;0,60 %;0,32 %;91,10 %;7,70 %;99,72 %;-7
1;ANTIOQUIA;202;PUEBLORRICO;PUEBLORRICO;9.148;81,23 %;2.590;TRUE;TRUE;86;106;21;3.577;3.854;1;7.431;21;21;354;0;81,23 %;7.431;4.192;56,41 %;4.158;17;48;760;3.350;1,15 %;0,41 %;18,13 %;79,91 %;99,59 %;-17
19;HUILA;7;AGRADO;AGRADO;9.151;89,00 %;2.522;TRUE;TRUE;222;41;24;4.066;4.078;2;4.072;24;24;339;0;89,00 %;8.144;5.465;67,10 %;5.427;35;67;1.419;3.941;1,23 %;0,64 %;25,97 %;72,11 %;99,95 %;-3
23;NARIÑO;120;SAN BERNARDO;SAN BERNARDO;9.190;74,85 %;-326;FALSE;FALSE;70;131;20;3.375;3.504;2;3.440;20;20;344;0;74,85 %;6.879;5.079;73,83 %;5.017;53;93;2.625;2.299;1,83 %;1,04 %;51,68 %;45,26 %;99,82 %;-9
7;BOYACA;151;MIRAFLORES;MIRAFLORES;9.193;82,99 %;716;TRUE;FALSE;12.914;1;23;3.756;3.873;2;3.815;23;23;332;0;82,99 %;7.629;5.506;72,17 %;5.462;36;82;2.332;3.048;1,49 %;0,65 %;42,35 %;55,36 %;99,85 %;-8
23;NARIÑO;34;CUASPUD (CARLOSAMA);CUASPUD (CARLOSAMA);9.219;88,95 %;-3.229;FALSE;FALSE;48;192;24;4.248;3.952;2;4.100;24;24;342;0;88,95 %;8.200;5.805;70,79 %;5.755;40;40;4.472;1.243;0,69 %;0,69 %;77,04 %;21,41 %;99,83 %;-10
29;TOLIMA;124;VILLAHERMOSA;VILLAHERMOSA;9.254;75,75 %;1.466;TRUE;FALSE;188;49;25;3.146;3.864;9;779;25;25;280;0;75,75 %;7.010;3.749;53,48 %;3.677;60;65;1.073;2.539;1,73 %;1,60 %;28,62 %;67,72 %;99,68 %;-12
23;NARIÑO;85;LOS ANDES (SOTOMAYOR);LOS ANDES (SOTOMAYOR);9.287;86,84 %;-3.562;FALSE;FALSE;907;10;26;3.942;4.123;8;1.008;26;26;310;0;86,84 %;8.065;6.338;78,59 %;6.176;148;116;4.811;1.249;1,83 %;2,34 %;75,91 %;19,71 %;99,78 %;-14
7;BOYACA;304;TIBANA;TIBANA;9.299;81,11 %;2.381;TRUE;TRUE;121;77;23;3.616;3.926;4;1.886;23;23;328;0;81,11 %;7.542;5.022;66,59 %;4.976;38;53;1.271;3.652;1,06 %;0,76 %;25,31 %;72,72 %;99,84 %;-8
5;BOLIVAR;25;EL GUAMO;EL GUAMO;9.304;90,60 %;544;TRUE;FALSE;390;24;27;3.865;4.564;6;1.405;27;27;312;0;90,60 %;8.429;4.622;54,83 %;4.605;10;29;2.016;2.560;0,63 %;0,22 %;43,62 %;55,39 %;99,85 %;-7
17;CHOCO;28;NOVITA;NOVITA;9.320;64,61 %;-1.926;FALSE;FALSE;1.327;7;26;2.873;3.149;14;430;26;26;232;0;64,61 %;6.022;3.202;53,17 %;3.128;58;36;2.509;583;1,12 %;1,81 %;78,36 %;18,21 %;99,50 %;-16
23;NARIÑO;4;ALBAN (SAN JOSE);ALBAN (SAN JOSE);9.339;80,22 %;498;TRUE;FALSE;57;164;25;3.714;3.778;6;1.249;25;25;300;0;80,22 %;7.492;5.311;70,89 %;5.237;66;95;2.322;2.820;1,79 %;1,24 %;43,72 %;53,10 %;99,85 %;-8
15;CUNDINAMARCA;232;SAN JUAN DE RIOSECO;SAN JUAN DE RIOSECO;9.416;96,69 %;2.283;TRUE;FALSE;323;29;29;4.261;4.843;5;1.821;29;29;314;0;96,69 %;9.104;5.851;64,27 %;5.814;30;57;1.737;4.020;0,97 %;0,51 %;29,69 %;68,71 %;99,88 %;-7
15;CUNDINAMARCA;103;GACHETA;GACHETA;9.418;93,76 %;2.498;TRUE;TRUE;262;36;26;4.274;4.556;4;2.208;26;26;340;0;93,76 %;8.830;5.806;65,75 %;5.750;42;104;1.574;4.072;1,79 %;0,72 %;27,11 %;70,13 %;99,76 %;-14
9;CALDAS;58;MARMATO;MARMATO;9.419;82,96 %;288;TRUE;FALSE;41;230;26;3.658;4.156;7;1.116;26;26;301;0;82,96 %;7.814;3.845;49,21 %;3.774;60;78;1.704;1.992;2,03 %;1,56 %;44,32 %;51,81 %;99,71 %;-11
25;NORTE DE SAN;69;PUERTO SANTANDER;PUERTO SANTANDER;9.483;224,68 %;3.008;TRUE;TRUE;42;226;62;11.073;10.233;4;5.327;62;62;344;0;224,68 %;21.306;4.188;19,66 %;4.161;21;33;560;3.568;0,79 %;0,50 %;13,37 %;85,20 %;99,86 %;-6
11;CAUCA;60;PIAMONTE;PIAMONTE;9.484;70,99 %;-1.360;FALSE;FALSE;1.148;8;26;3.084;3.649;12;561;26;26;259;0;70,99 %;6.733;3.722;55,28 %;3.666;44;82;2.472;1.112;2,20 %;1,18 %;66,42 %;29,88 %;99,68 %;-12
15;CUNDINAMARCA;274;TAUSA;TAUSA;9.545;67,40 %;2.827;TRUE;TRUE;204;47;20;3.013;3.420;4;1.608;20;20;322;0;67,40 %;6.433;4.930;76,64 %;4.871;56;114;965;3.792;2,31 %;1,14 %;19,57 %;76,92 %;99,94 %;-3
19;HUILA;46;IQUIRA;IQUIRA;9.569;82,63 %;582;TRUE;FALSE;532;18;25;3.787;4.120;4;1.977;25;25;316;0;82,63 %;7.907;5.361;67,80 %;5.317;32;55;2.340;2.922;1,03 %;0,60 %;43,65 %;54,50 %;99,78 %;-12
23;NARIÑO;80;LEIVA;LEIVA;9.591;93,14 %;-5.749;FALSE;FALSE;316;30;30;4.157;4.776;11;812;30;30;298;0;93,14 %;8.933;6.655;74,50 %;6.464;185;41;6.086;337;0,62 %;2,78 %;91,45 %;5,06 %;99,91 %;-6
